"site_code","plot_id","treatment_code","sample_date","season_year","tissue_type","instrument","isotope_element","concentration","source_file"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.271,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.397,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.433,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.246,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.428,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.433,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.527,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.416,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.505,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.508,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.357,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.332,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.439,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","140Ce",0.579,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.068,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.035,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.05,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.054,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.033,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.055,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.054,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.064,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.051,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.061,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.063,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.042,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.042,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.053,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","141Pr",0.07,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.252,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.127,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.187,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.203,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.124,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.197,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.202,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.241,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.191,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.233,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.234,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.163,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.154,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.2,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","146Nd",0.263,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.047,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.025,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.035,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.042,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.025,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.039,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.039,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.048,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.036,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.045,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.045,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.032,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.03,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.039,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","147Sm",0.052,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.011,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.007,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.007,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.01,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.008,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.009,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.01,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.011,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.01,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.011,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.012,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.006,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.006,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.009,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","153Eu",0.011,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.043,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.022,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.032,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.037,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.022,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.036,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.037,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.042,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.032,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.041,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.043,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.029,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.027,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.034,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","157Gd",0.046,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.006,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.003,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.004,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.005,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.003,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.005,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.005,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.006,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.005,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.008,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.006,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.004,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.004,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.005,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","159Tb",0.007,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.031,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.014,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.021,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.027,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.016,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.025,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.025,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.031,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.023,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.028,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.029,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.021,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.019,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.025,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","163Dy",0.033,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.006,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.003,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.004,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.005,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.003,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.005,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.005,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.006,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.004,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.006,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.005,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.004,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.004,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.005,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","165Ho",0.006,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.015,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.007,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.01,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.014,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.008,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.013,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.012,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.016,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.012,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.015,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.014,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.011,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.01,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.014,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","166Er",0.016,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.001,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.001,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.001,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","169Tm",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","172Yb",0.014,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
